30,1.75,1.25,1.25,125,100,150,0.121515536291377
90,1.5,1.25,1.75,50,150,150,1
75,1.75,1.5,1.5,50,200,50,0.506878192566536
60,1,2,1.25,100,100,75,0.572721202753427
15,2,2,1.5,125,150,50,0.0444309058296023
15,1.5,1.75,1.5,125,150,50,0.0532300627722866
0,1.25,1.25,1.5,200,175,100,0.0150024316552082
90,1,1.25,1.75,50,125,50,1
60,2,1,1.25,75,125,75,0.808054724770574
60,1.75,1,1,200,150,200,0.495268725085687
0,1.5,1,1.5,50,50,75,0.0256325618686889
90,1.75,1.25,1.75,150,125,175,1
75,1.25,1,1.75,125,175,175,0.588344937810898
15,1,1,2,175,100,125,0.063278235933756
15,1.5,1.75,1.5,100,200,75,0.0159187919194302
15,1.25,1.75,1.25,200,200,75,0.0643091064820194
30,1,1.25,1.5,100,200,50,0.0442355710679809
45,1.75,1.25,2,200,150,150,0.161297656180176
45,2,1,1,75,75,50,0.683975155215507
30,2,2,1,200,75,50,0.136075153106853
60,1,2,2,175,200,75,0.304021108389407
0,1.5,1.5,2,175,175,200,0.185031945434858
30,1.75,2,1.25,75,100,50,0.0208417255307203
30,1,2,1.5,150,200,125,0.244755883956064
45,1.5,1.75,2,100,100,75,0.186380407314254
75,1.25,1.25,1,100,125,125,0.672234692720729
15,1.25,2,1.25,125,175,100,0.0968827236013868
45,1,2,1.5,100,75,150,0.33413948993063
60,1.25,1.25,1.25,75,50,75,0.0592222866164091
0,2,1.5,1.5,200,75,100,0.203812914890285
60,1.25,2,1.5,100,175,75,0.16647096850636
15,1.75,2,1.25,125,100,75,0.300885847379389
0,1.25,2,1,100,75,125,0.340162260696167
90,1.5,1,1,125,125,150,1
90,1.5,1,1.25,75,100,175,1
75,1.25,1.75,1.75,75,150,150,0.409324650756741
30,1.25,1.5,1.25,125,200,50,0.0271119888822358
0,1,1.5,1.5,125,175,150,0.04
60,2,1,1.75,150,125,175,0.240413400853816
45,1.75,1.25,1.75,200,125,50,0.122272925290672
0,1.25,2,2,175,200,175,0.1327010672547
45,2,1.75,1.75,175,75,125,0.24472546042534
0,2,1.75,1.5,175,150,75,0.13010265891928
90,1,2,2,175,125,100,1
15,2,1,1.25,175,150,175,0.326017600296622
60,2,1.25,1.5,75,125,150,0.652805258181185
30,1.5,1.5,1.25,200,75,75,0.119913699835547
45,1,1.5,1.5,100,125,150,0.0920133630455244
45,1,1.25,1.5,125,175,175,0.0249629346156576
15,1,2,1.75,100,50,100,0.100592124070693
90,1.75,2,1.5,125,125,175,1
75,1.5,2,1.75,175,200,100,0.426991087535199
90,1.75,1.75,1.25,75,50,150,1
90,1.5,1.5,1,200,175,75,1
60,1.5,1.5,1.25,50,100,75,0.333311352401842
90,1.25,1,1,75,75,125,1
0,1.75,1,1.5,100,100,150,0.366080858661103
15,1.75,1.25,1.5,75,150,100,0.232614207852844
0,1.25,2,1.5,125,75,100,0.0773596502457712
30,1,2,2,125,200,75,0.0676573921875317
30,1.75,1,1,100,50,175,0.355855453806757
15,1.5,2,1.25,50,100,200,0.0118672493515107
75,1.75,2,1.25,75,150,175,0.721799851277114
30,1.75,2,1.25,100,125,125,0.322718054289449
15,1.5,2,1.25,100,175,200,0.0132600051568998
45,1.25,1.75,1.75,50,150,175,0.0598812116046677
0,1,1.5,1.25,100,200,200,0.0481040875145121
75,1,1.25,1.75,50,100,150,0.20073930533759
0,2,1.75,2,125,150,125,0.108679006318973
90,1.25,2,2,100,100,200,0.999999999999999
75,1,1.75,1.75,175,175,100,0.568306637127046
15,1,1,1,75,175,100,0.0438350830799345
0,1.25,1.25,1.25,200,75,50,0.000626207046895118
75,1,1.25,1.5,150,200,150,0.150730962038114
60,1.75,1.75,1.75,100,150,200,0.337697496164032
75,1.75,1.5,2,200,150,50,0.283266062570954
75,1.75,1.75,1.25,125,175,100,0.724157564196224
0,1.25,1.75,1.75,100,150,125,0.00584639956543267
30,1.25,1.25,1.5,200,125,125,0.0128297805530982
0,1.25,1.75,1,175,150,175,0.0653571618432232
90,2,1.75,1.75,200,75,50,1
60,1.25,1.75,1,175,125,100,0.362614545913713
30,1.75,1.25,1.25,125,75,100,0.0854261656311401
0,1,2,1.5,175,50,125,0.182115857070334
30,1.5,1.25,1.5,150,75,75,0.119402419999934
30,1.75,1.75,1.5,125,200,75,0.0581420509489703
75,1,1.5,1.25,75,175,50,0.514318996181661
60,1.25,1.75,1.25,150,75,125,0.136777566897355
90,1.25,2,1.5,75,125,75,0.999999999999999
45,1.25,1.25,1.5,200,50,100,0.0889087995121584
0,1.5,1.25,1,50,200,175,0.184997018961514
60,1.5,2,2,125,200,200,0.0956883999479839
75,1,1.5,1,200,75,100,0.425134702625926
45,1.25,1,1.25,125,125,200,0.149232096572114
75,2,1.5,1.5,100,175,100,0.649790770557804
45,1.75,1,1.25,100,75,125,0.450626994086378
45,1,1.5,1.75,75,150,150,0.130148852498434
30,2,2,1,150,200,200,0.583259102679663
0,1.25,1,1,175,75,75,0.075618326949495
0,1,2,2,200,75,175,0.0955183700950894
0,2,1,1.5,175,125,75,0.359062276184019
60,1.75,1.5,1.5,75,75,125,0.328656889897506
30,2,1.5,1.5,175,100,75,0.158519550987873
45,1.5,1.25,1.75,100,200,125,0.181714299076659
90,2,1.5,1.25,75,125,100,1
15,1.5,1.75,1.25,125,75,175,0.0833567158016531
30,1.5,2,2,150,50,200,0.170960739224352
75,1.75,1,1.5,50,50,100,0.371872199332781
15,1.75,1.75,1,125,75,150,0.311587912672264
0,1,2,1.75,100,175,125,0.0877570211262082
30,2,1,1.5,100,75,50,0.451108735277864
15,1.75,1.75,2,75,200,50,0.0489076703746632
90,1.25,2,1.25,175,125,125,0.999999999999999
75,1,2,1.5,50,150,150,0.409393947725816
60,1.75,1,1.25,75,50,125,0.570981383950441
90,1.25,2,1.5,175,150,50,0.999999999999999
75,1.75,1.25,2,125,100,150,0.727875466363426
15,1.5,2,1.75,200,50,100,0.103879999386525
90,1.75,2,1,50,175,75,1
45,1,1.25,1.5,200,100,175,0.018014933541865
75,1.25,1.5,2,175,125,150,0.131216589269821
90,1,1.25,1.75,75,200,75,0.999999999999998
30,1.25,1,1.25,50,150,75,0.0893222668277764
0,1,1.75,1,175,100,175,0.304226197562978
15,1,1.25,1,75,75,150,0.151948428825014
30,1.5,1.25,1,125,200,200,0.349254336317609
75,1.75,1,1.25,125,50,175,0.748582138044226
90,1.5,1.75,1.75,50,75,50,1
0,1,1.5,1.75,100,100,50,0.00740309682891757
45,1.5,2,1.75,50,50,150,0.228196416708291
30,1.25,2,1.75,50,125,200,0.0484755929841723
15,1.25,1.25,1,75,200,125,0.0856231875930346
0,1.75,1.25,1.75,50,200,175,0.15712863165239
30,1.25,1.25,1.25,175,125,100,0.015930655044343
90,2,1.5,2,75,75,150,1
30,1.5,1.25,1.75,175,175,75,0.0157821299374278
45,1.25,1.25,1,200,100,150,0.0890922536105056
60,1.5,2,1,50,125,200,0.31512281490041
30,2,1.25,1.75,150,175,125,0.134215893805952
90,1.25,2,1,75,150,175,1
90,2,1.75,1.75,200,50,175,1
15,1,1.25,1.25,100,100,175,0.026320743383021
45,1.25,1.75,1.25,125,100,125,0.121017449322652
30,1.75,1.25,1,75,175,50,0.0952146428772265
15,1.25,2,1.5,150,200,200,0.100636780268149
0,1,1.75,1.5,150,175,75,0.0501559106246421
60,1.25,1.25,2,200,175,75,0.345039798923006
45,1.5,1.75,1.25,100,150,125,0.211340262924181
0,1.5,1.75,1.5,150,125,100,0.0816086811363518
15,1.5,1.5,1.75,125,150,200,0.0276976079036678
90,1.5,1.25,1.75,100,125,100,1
15,1.5,1.5,2,50,175,150,0.0787065557469535
15,2,1.5,1.75,150,50,50,0.0514671444390623
45,1.5,2,1.5,175,200,100,0.206790822197937
90,1.25,1.75,1.25,200,75,200,0.999999999999997
15,2,1.25,2,200,175,150,0.350139091689458
60,2,1.75,2,100,200,150,0.392074728363864
75,1.25,1.5,1.75,50,100,100,0.187213829274948
15,1.75,1.25,1.25,125,150,150,0.146132281687956
75,1,1.75,1.5,150,150,50,0.474162938887968
30,1.5,2,1.5,50,50,150,0.174958655911345
60,1.75,1.75,1.25,175,200,100,0.039571413763035
60,1,1.5,1.25,75,50,125,0.170537044687895
45,1.5,1.5,1.75,150,75,175,0.0955074661294912
0,1.75,1.25,1.75,200,100,150,0.155148445052081
75,1.5,1.25,1.5,100,200,175,0.638260075529227
30,1,2,1.75,200,150,75,0.157717384054266
15,1.5,2,1.5,200,50,100,0.198867562346439
0,1,1.25,2,200,200,75,0.19766033770931
60,1.25,1.75,2,125,200,50,0.100567917379206
60,1.75,1.5,2,75,75,175,0.230058264738679
0,1,1,2,150,175,50,0.182115857070334
45,1.75,1,2,125,50,150,0.34605394450516
15,1.5,1.5,1.5,150,50,150,0.0438350830799345
60,1,2,1,75,150,125,0.237722123667624
15,1.25,1,1.5,175,125,75,0.116177879844342
60,1.25,2,2,175,175,175,0.0237231834531772
30,1,1,1,150,200,150,0.057796105403213
90,2,1.75,1.75,50,200,125,1
0,1.75,2,2,50,175,200,0.013403029162291
30,1.25,1,1.5,200,150,100,0.116476775077697
0,1,1.5,1.25,200,125,175,0.03194041261407
90,1,1.25,2,200,75,125,1
90,1,1,1.25,175,200,50,1
15,1.5,1.75,2,100,150,175,0.0236598598107705
60,1,1.25,1.75,75,100,150,0.0352974842984918
