n1,n2,n3,d1_nm,d2_nm,d3_nm,reflectance
1.46666666666667,1.06666666666667,2,164,164,104,0.0529912206268081
1.4,2,1.8,200,80,164,0.179653571483352
1.46666666666667,2,1.6,140,92,44,0.114874181020586
1.8,1.6,1.66666666666667,92,164,128,0.112228607199752
1.46666666666667,2,2,56,176,56,0.0280604129319512
2,1.93333333333333,1.8,176,176,176,0.168261797573789
1.66666666666667,1.2,1.66666666666667,140,56,80,0.162603134577546
1.33333333333333,1.8,1.66666666666667,44,68,80,0.0455676644897683
1.06666666666667,1.26666666666667,1.06666666666667,20,128,128,0.115758708656132
1.86666666666667,1.53333333333333,1.2,200,188,44,0.175664868460437
1.46666666666667,1.26666666666667,1.93333333333333,176,116,68,0.0514592496014814
1.46666666666667,1.73333333333333,1,128,140,92,0.274524915708275
1.73333333333333,1.93333333333333,1.2,104,140,80,0.232513167914628
1.46666666666667,1.53333333333333,1,68,92,116,0.124200878763792
1.06666666666667,2,2,80,128,128,0.0501654496962696
1.66666666666667,1.93333333333333,1,200,20,128,0.354980552796167
1.33333333333333,1.4,1.13333333333333,80,104,140,0.016941379535134
1.93333333333333,1.13333333333333,1.46666666666667,152,188,68,0.0693900009118473
1.53333333333333,1.26666666666667,1.4,80,20,44,0.0697008432628679
1.6,1,1.6,128,44,164,0.170483053649131
1,1.4,1.8,128,128,176,0.0044998297105895
1.8,1.53333333333333,1.8,152,32,68,0.111341279376159
1.53333333333333,1,1,44,116,92,0.187988839009469
1.13333333333333,1.93333333333333,1.33333333333333,116,200,104,0.167348861299487
1.53333333333333,1.8,1.6,92,116,116,0.0153346406968413
1.53333333333333,1.86666666666667,1.93333333333333,140,116,140,0.108971026434835
1.26666666666667,1.13333333333333,1.26666666666667,140,140,20,0.047256794563178
1,1.73333333333333,1.6,116,116,152,0.0905534892995189
1.93333333333333,1.8,1.6,176,200,20,0.144523203312746
2,1.06666666666667,1.46666666666667,164,104,104,0.162751170064076
1.8,1.13333333333333,1.2,152,56,176,0.032185346811187
1.86666666666667,1.13333333333333,1.6,92,56,104,0.312236024528326
1.2,1.26666666666667,1.13333333333333,44,92,44,0.0381653212776185
1.06666666666667,1.13333333333333,1.2,200,152,200,0.00931255026515504
1.8,1.6,1.33333333333333,104,56,188,0.0742870002859824
1.66666666666667,1.93333333333333,1.53333333333333,68,80,164,0.00938480618034629
1.46666666666667,1.4,1.06666666666667,68,128,92,0.0105423888705703
1.8,1,1.4,20,200,44,0.151130474721944
1.86666666666667,1.73333333333333,1.66666666666667,164,20,200,0.106508788028554
1.8,1.86666666666667,1.6,44,116,116,0.047484960548027
1.13333333333333,1.46666666666667,1.2,20,140,176,0.0095766403834982
1,1.06666666666667,1,116,104,80,0.0426976540256717
1.86666666666667,1.33333333333333,1.13333333333333,164,80,80,0.151761140748413
1.26666666666667,1.26666666666667,1.26666666666667,32,164,200,0.0295852178100551
1.2,1.13333333333333,1.6,104,80,116,0.0661780351943311
1.66666666666667,1.6,1.8,200,56,44,0.0246799336402651
1.4,1.06666666666667,1,56,116,56,0.162814230710867
1,1.26666666666667,1.33333333333333,68,152,104,0.0169685355930766
1.26666666666667,2,1.8,176,140,20,0.0288474592135863
1.46666666666667,1.26666666666667,1.93333333333333,68,92,104,0.202513163717623
1.46666666666667,1.86666666666667,1.46666666666667,44,152,92,0.0454916931479429
2,1.13333333333333,1.4,80,104,164,0.387991945855208
1.06666666666667,1.26666666666667,1.6,164,140,80,0.00883245158221948
1.33333333333333,1.33333333333333,1,80,152,200,0.0911181195798278
1.2,1.66666666666667,1.8,56,188,44,0.0813836113977105
1.6,1.2,1.6,44,104,128,0.133587447375224
1.73333333333333,1.4,1.06666666666667,200,92,32,0.156760519063418
2,1.66666666666667,1.26666666666667,152,152,152,0.0448794008836174
1.73333333333333,1.46666666666667,2,92,188,200,0.0108893898407033
1,1.4,1.26666666666667,116,32,176,0.052279731256932
1.53333333333333,1.93333333333333,1.13333333333333,44,188,116,0.328911334300193
1,1.4,1.8,200,152,104,0.0922584893535026
1.66666666666667,1.93333333333333,1.26666666666667,128,80,176,0.191726775811702
1.06666666666667,1.66666666666667,1.4,92,200,188,0.044829235162737
1.8,1.2,1.26666666666667,20,176,200,0.100916601743977
1.73333333333333,2,1.8,92,80,92,0.0305421922240375
1.13333333333333,1.26666666666667,1.26666666666667,104,176,200,0.0123667903326926
1.2,1.93333333333333,1.06666666666667,188,104,44,0.239272182062159
1.86666666666667,1.13333333333333,1.66666666666667,176,20,68,0.0425268346919194
1.93333333333333,1.66666666666667,1.26666666666667,164,92,32,0.127808615535207
1.46666666666667,1.13333333333333,1.06666666666667,116,80,68,0.146194952038515
2,1.73333333333333,1.73333333333333,92,68,164,0.102888691444065
1.46666666666667,1.6,1.53333333333333,44,140,176,0.0278485827184124
1.06666666666667,1.06666666666667,1.6,56,104,164,0.0226596787093301
1.26666666666667,1.53333333333333,1.6,92,32,140,0.00219492582001802
1.73333333333333,2,1.33333333333333,104,56,116,0.0353464219253754
1.2,1.2,1.33333333333333,68,80,152,0.000242762123286873
1.8,1.33333333333333,1.46666666666667,200,56,92,0.118265705876171
1.46666666666667,2,2,44,104,176,0.0494441963419721
1.86666666666667,1.66666666666667,1.33333333333333,56,176,140,0.214843947656068
2,1.46666666666667,1.73333333333333,104,44,152,0.144762596182243
1.06666666666667,1.53333333333333,1.26666666666667,32,128,116,0.0738371074420033
1.26666666666667,1.86666666666667,1.73333333333333,92,44,188,0.0383563880728529
1.4,1.66666666666667,1.33333333333333,104,20,68,0.0456064620572761
1.06666666666667,1.13333333333333,1.86666666666667,104,32,92,0.0974810930903081
1.86666666666667,1.13333333333333,1.46666666666667,188,92,164,0.191227486222024
1.46666666666667,1.66666666666667,1.53333333333333,20,188,104,0.0535465921643258
2,1.73333333333333,1,104,56,188,0.114829734379599
1.46666666666667,1.86666666666667,1.6,128,116,80,0.0468049993103052
1.2,1.33333333333333,1.46666666666667,104,188,80,0.00174749104668807
1.8,1.4,1.06666666666667,80,56,188,0.054983498776543
1.13333333333333,1.46666666666667,1.4,164,92,104,0.0281136517132567
1.06666666666667,1.26666666666667,1.2,20,68,116,0.0481273971035522
1.86666666666667,2,1.8,32,80,80,0.10925604569045
1.53333333333333,1,1.26666666666667,164,92,68,0.0414416748590066
1.33333333333333,1.8,1.4,164,104,140,0.112961232753239
1.46666666666667,1,1.46666666666667,140,188,32,0.0753194895967009
1.2,1.8,1.33333333333333,188,20,188,0.0388877611794104
1.13333333333333,1.33333333333333,1.86666666666667,68,104,164,0.000405799366944352
1.6,2,1.6,164,20,56,0.087170624694495
1.93333333333333,1.6,1.2,116,32,152,0.00771658135160461
1.2,1.73333333333333,1.2,44,140,128,0.00769909593758146
1.2,1.13333333333333,1.2,56,200,44,0.0206975920992262
1.73333333333333,1,1.06666666666667,188,80,68,0.179685813431387
1.26666666666667,2,1.73333333333333,128,116,92,0.0310025712834297
1.4,1.6,1.6,176,44,152,0.0374706944532561
1.66666666666667,1.86666666666667,1.93333333333333,80,56,140,0.0277218653540073
1.73333333333333,1.06666666666667,1.13333333333333,44,116,116,0.130575448505579
1.73333333333333,1.6,1.66666666666667,116,68,164,0.0630038439489733
1.73333333333333,1.86666666666667,1.8,176,32,164,0.137292861701122
1.86666666666667,1.66666666666667,1.53333333333333,20,188,128,0.0766811563004254
1.6,1.13333333333333,1.73333333333333,68,128,164,0.232507926108305
1.6,1.13333333333333,2,104,80,80,0.423770767004786
1.4,1.13333333333333,1.46666666666667,92,32,188,0.0360360007504009
1,1.6,1.46666666666667,68,176,128,0.0351806297849043
1.8,1.33333333333333,1.46666666666667,80,44,176,0.167943206911546
1,1.73333333333333,1.6,152,152,116,0.0648989438757301
1.06666666666667,1.06666666666667,2,176,104,56,0.193853560623997
1.6,1.33333333333333,1.8,152,140,116,0.0102730567014711
2,1.93333333333333,1.73333333333333,188,188,80,0.115899666661809
2,1.33333333333333,1.46666666666667,92,44,152,0.211821980958747
1.13333333333333,1.4,1.13333333333333,152,128,104,0.0936416083725943
2,1.6,1.73333333333333,176,80,176,0.105682243516174
1.46666666666667,1.33333333333333,2,92,176,140,0.0498506920406281
1.8,1.06666666666667,1.46666666666667,32,200,140,0.200555108630251
1.93333333333333,1,1.73333333333333,116,104,56,0.367431886276806
1.93333333333333,1.4,2,152,152,200,0.204039732114489
1.2,1.86666666666667,1.46666666666667,68,104,176,0.0491719163032171
1.6,1,2,164,128,164,0.132814071874725
1.13333333333333,1.06666666666667,1.4,104,68,80,0.0191576115533799
1.6,1.46666666666667,1,20,128,116,0.145328935015852
1.46666666666667,1.33333333333333,1.06666666666667,32,56,44,0.0584078150596312
1.46666666666667,1.73333333333333,1.66666666666667,152,128,116,0.0763711307411738
1.2,1.66666666666667,1,80,80,44,0.119540347761203
1.2,1.2,1.26666666666667,104,176,116,0.0131135837969489
1.46666666666667,1.46666666666667,1.86666666666667,188,80,140,0.0263063797221014
1.4,1.53333333333333,1.86666666666667,164,56,92,0.0753370791060146
1.06666666666667,1.06666666666667,1.26666666666667,116,200,104,0.000479421309936971
1.2,1.66666666666667,1.53333333333333,200,200,176,0.0451448186497022
1.13333333333333,1.6,1.26666666666667,164,152,32,0.0411707080945204
1,1.66666666666667,1.06666666666667,116,140,164,0.0466203682892486
1.53333333333333,1.8,1.8,140,152,44,0.0344236518818078
1.46666666666667,1.6,1.2,92,128,20,0.00897435915985095
1.86666666666667,1.13333333333333,1.46666666666667,104,200,44,0.106910807916988
1.13333333333333,1,1.93333333333333,140,56,164,0.0640802068877259
1.86666666666667,1.06666666666667,2,128,104,92,0.29070447182843
1.6,1.46666666666667,1.73333333333333,44,200,176,0.0673618468807561
1.33333333333333,1.13333333333333,1.33333333333333,56,92,116,0.0224788356795345
1.8,1.93333333333333,1,152,80,20,0.216526968648771
1,1.46666666666667,1.06666666666667,80,104,152,0.204474153690169
1.4,1.93333333333333,1.06666666666667,56,164,32,0.0640679685619661
1.06666666666667,1.53333333333333,1.46666666666667,188,128,164,0.0314689829195592
1,1.13333333333333,2,200,140,44,0.0900602511832129
1.73333333333333,1.33333333333333,1.73333333333333,80,116,80,0.287601068954518
1.13333333333333,1,1.46666666666667,152,44,164,0.0429613435293997
1.06666666666667,1.8,1.06666666666667,32,68,200,0.266868125318874
1.73333333333333,2,1,20,200,80,0.425655296569257
1.66666666666667,2,1.2,44,68,176,0.123355235795287
1,1.86666666666667,1.8,164,20,56,0.138859679406336
1.13333333333333,1,1.33333333333333,104,188,164,0.0744695774930579
1.73333333333333,1.8,1.73333333333333,44,116,140,0.0379406943101615
1.2,1.6,1.8,68,32,56,0.0506155077314926
1.53333333333333,1.53333333333333,2,80,176,68,0.0177426817516662
1.8,1.13333333333333,1.26666666666667,152,32,44,0.0185289418352834
1.2,1.13333333333333,1.26666666666667,200,32,92,0.00607659250071252
1,1.66666666666667,1.4,32,68,56,0.100806713137351
1.13333333333333,1.06666666666667,1.53333333333333,152,68,140,0.0573782609538812
1.46666666666667,1.8,1.93333333333333,80,188,200,0.00239809434038858
1.46666666666667,1.33333333333333,1.13333333333333,32,56,20,0.0202017555428574
1.46666666666667,1.66666666666667,1.66666666666667,80,140,116,0.00803528269076393
1.86666666666667,1.86666666666667,1.66666666666667,152,44,128,0.0907401908029353
1.2,1.06666666666667,1.33333333333333,176,128,188,0.0576363295210407
2,1.46666666666667,1.8,92,32,116,0.259130688108901
1.53333333333333,1.8,1,32,152,116,0.0961429054551504
1.26666666666667,1.13333333333333,1.2,140,116,104,0.00559123378226776
1.4,1.46666666666667,1.46666666666667,164,68,68,0.028814529480417
1.26666666666667,1.73333333333333,1.26666666666667,80,188,20,0.0217554235518052
1.93333333333333,1.26666666666667,1.4,116,116,92,0.093854410588986
1.8,1.6,1.2,104,176,20,0.143380676048117
1,1.46666666666667,1.86666666666667,164,164,116,0.104258224290208
1.13333333333333,1.13333333333333,1.6,128,188,68,0.0370443339297791
2,1.46666666666667,1.73333333333333,104,116,116,0.0812624061132801
1,1.6,1.6,80,44,44,0.0681258840945525
1.6,1.2,1.73333333333333,116,188,188,0.063565419927383
1.73333333333333,1.93333333333333,1.73333333333333,164,68,188,0.155168942249876
1,1.73333333333333,1.53333333333333,128,20,56,0.058724321136525
1.46666666666667,1.2,1.53333333333333,176,104,80,0.0156881674415773
1.4,1.6,1.66666666666667,188,164,128,0.0700565118774648
1.2,1.4,1.6,104,116,32,0.00607330405424183
1,1.6,1,152,140,80,0.185176385404784
1.2,1.46666666666667,1.66666666666667,56,20,68,0.0437597214861731
1.33333333333333,1.66666666666667,1.66666666666667,44,140,188,0.026562795614315
1.6,1.06666666666667,1.86666666666667,20,140,176,0.101085570511984
1,1.6,1.93333333333333,68,68,128,0.0412240034801242
1.73333333333333,1.46666666666667,1.46666666666667,32,80,116,0.064845314819083
2,1.46666666666667,1.93333333333333,20,188,188,0.185355174175199
1,2,1.86666666666667,104,188,188,0.172932483926632
1.93333333333333,1.2,1.93333333333333,188,104,200,0.399622501280979
1.86666666666667,1.6,1.06666666666667,32,20,44,0.119679308985936
1.2,1.06666666666667,1.06666666666667,32,128,44,0.0530383615129073
1.73333333333333,1.66666666666667,1.46666666666667,32,176,140,0.0848246376052142
1.6,1.26666666666667,1.8,104,140,116,0.114423091746644
1.93333333333333,1.06666666666667,1.6,152,68,20,0.00116513676259207
1.46666666666667,1,1.66666666666667,176,200,20,0.0250420546107371
1.8,1.06666666666667,1.4,44,56,188,0.103932225733082
1.73333333333333,1.26666666666667,1.8,56,188,176,0.190542071688283
1.6,1.53333333333333,1.06666666666667,92,152,80,0.174170699149577
1.4,1.6,1.53333333333333,188,56,188,0.0587534499043304
1.46666666666667,1.93333333333333,1.53333333333333,176,104,128,0.136021216169437
1.8,1.4,1.06666666666667,44,188,164,0.281306909184197
1.06666666666667,1.53333333333333,1.2,80,176,92,0.00475876497594283
1.26666666666667,1.13333333333333,1.06666666666667,20,176,32,0.0500392695232686
1.06666666666667,1.8,2,188,188,92,0.0508803106984924
1.13333333333333,1.26666666666667,1.46666666666667,200,68,104,0.0170652026782773
1,2,1.66666666666667,188,164,116,0.0738685664555307
1.13333333333333,1.4,1.06666666666667,20,152,32,0.0731938744105853
1.33333333333333,1.4,1.2,128,176,200,0.017703787660736
2,1.66666666666667,1.06666666666667,104,188,56,0.188664115553331
1.2,1.93333333333333,1.53333333333333,164,44,56,0.0712354439924672
1.13333333333333,1.2,1.93333333333333,152,92,116,0.0581925040747064
1.26666666666667,1.53333333333333,1.46666666666667,92,128,116,0.000640627122713078
1.93333333333333,1.73333333333333,1.93333333333333,104,20,104,0.202831664164659
1.73333333333333,1.2,1.93333333333333,92,80,164,0.254084221753774
1.93333333333333,1.66666666666667,1.33333333333333,44,68,116,0.131607905891788
1.73333333333333,1.86666666666667,1.06666666666667,200,152,128,0.265272681645206
1.53333333333333,1.73333333333333,1.86666666666667,32,128,152,0.0295588612697663
1.66666666666667,1.6,1.4,92,92,20,0.051314821044849
1.4,1.86666666666667,1.26666666666667,200,32,128,0.161161492117884
1.4,1.6,1.46666666666667,44,44,188,0.0469533279659776
1.4,1.6,1.13333333333333,104,68,20,0.0131082732607976
1.33333333333333,1.66666666666667,1.13333333333333,140,104,92,0.164255477762031
1.2,1.86666666666667,1.46666666666667,188,164,188,0.0315741978909976
1.33333333333333,2,1.2,80,140,80,0.056138034151571
1.66666666666667,1.8,1.26666666666667,80,80,104,0.00181570721802588
1.86666666666667,1.66666666666667,1.86666666666667,20,152,200,0.16417195760567
1.2,1.4,1.73333333333333,200,44,56,0.085880974082905
1.8,1.8,1,152,20,32,0.00855973520809666
1.53333333333333,1.53333333333333,1.06666666666667,176,152,176,0.0266531431902581
1.13333333333333,1.66666666666667,1.06666666666667,44,188,176,0.153525407136216
1.66666666666667,1.86666666666667,1.93333333333333,152,116,104,0.16367889579997
1.53333333333333,1.4,1.33333333333333,116,56,116,0.0276982339149044
1.73333333333333,1.13333333333333,1.46666666666667,164,80,176,0.00412498931758229
1.8,1.6,1.46666666666667,188,164,152,0.0844779086673764
1,1.53333333333333,1.06666666666667,176,56,68,0.081027274484193
1.33333333333333,1.13333333333333,1.13333333333333,80,68,20,0.0771187009402828
1,2,1.06666666666667,152,140,104,0.0150945906874012
1.46666666666667,1.06666666666667,1,152,152,176,0.143585600056928
1.2,1.73333333333333,1.06666666666667,44,80,188,0.213000731301811
1.46666666666667,1,1.26666666666667,128,68,200,0.167289318901852
1.26666666666667,1.26666666666667,1.53333333333333,200,20,188,0.0401978631703274
1.86666666666667,1.2,1.8,80,68,128,0.346708652665561
2,2,1.46666666666667,152,32,104,0.186081921238435
2,1.8,2,44,92,164,0.118451503614394
1.53333333333333,1.2,1.66666666666667,56,176,152,0.115665659157172
2,1.66666666666667,1.26666666666667,140,128,116,0.0701828472026858
1.66666666666667,1,1.4,80,92,32,0.32427402273562
1.66666666666667,1.13333333333333,1.93333333333333,176,164,188,0.149934080704775
1.73333333333333,1,1.53333333333333,116,68,104,0.280689324536537
1.2,1.46666666666667,1.93333333333333,188,164,80,0.120858630937105
1.2,2,1.4,20,32,140,0.159912572565433
1.26666666666667,1.73333333333333,1.6,80,164,140,0.00519393693416893
1.46666666666667,1.46666666666667,1.2,188,80,56,0.0715850662358639
1.06666666666667,1.26666666666667,1.06666666666667,32,92,176,0.0976123652180642
2,1.53333333333333,1.53333333333333,44,140,68,0.167021088888041
1.66666666666667,1.73333333333333,2,152,200,44,0.178124144378207
1.26666666666667,1.33333333333333,1.13333333333333,200,104,92,0.0952081232165853
1,1.8,1.73333333333333,176,140,152,0.0534767172858244
1.2,1.46666666666667,1,200,92,200,0.194896417303304
1.26666666666667,1.26666666666667,1.93333333333333,200,188,164,0.0286806208861896
1.8,1.26666666666667,1.26666666666667,116,20,200,0.0908363035764457
1.8,1.6,1.4,200,56,44,0.133262615551692
1.4,1.53333333333333,1.26666666666667,56,44,32,0.0452933434916832
1.8,1.46666666666667,1.33333333333333,140,188,116,0.0184005757259043
1.33333333333333,1.13333333333333,1,68,140,68,0.0738335190207372
1.26666666666667,1.53333333333333,1.73333333333333,164,56,176,0.0386462600455463
1.4,1.53333333333333,1,188,152,140,0.139025015393887
1.8,1.46666666666667,1.6,68,116,200,0.163594408499649
1.26666666666667,1.33333333333333,1.73333333333333,44,32,68,0.0393309694170682
1.93333333333333,1.2,1,68,164,104,0.166383975555987
1.73333333333333,1.26666666666667,1.26666666666667,56,20,116,0.195431852304217
1.6,1.86666666666667,1.8,44,176,56,0.0675660772699564
1.4,1.2,1.93333333333333,188,92,128,0.00918616033916781
1.6,1.53333333333333,1.06666666666667,92,32,104,0.229069235108808
1.86666666666667,1.46666666666667,1.13333333333333,68,44,104,0.295714209299429
1,1.33333333333333,1.46666666666667,164,164,80,0.0261033947887562
1,1.53333333333333,1.26666666666667,80,68,20,0.0415360466052424
2,1.8,1.6,116,80,116,0.099125002799188
1.26666666666667,1.4,2,152,80,80,0.118185271076911
1.8,1.4,1.4,80,20,20,0.153361968269306
1.06666666666667,1.6,1.2,164,188,68,0.000755443901024968
1.86666666666667,1,1.26666666666667,68,104,68,0.392396845592904
1.8,1.2,1.13333333333333,140,68,92,7.9465869817337e-05
1.66666666666667,1.4,1.6,152,32,44,0.0639459673300942
1.66666666666667,1.13333333333333,1.66666666666667,176,32,116,0.0266279215352271
1.66666666666667,1.66666666666667,1.73333333333333,32,32,152,0.0773449003757851
1.46666666666667,1.33333333333333,2,44,32,140,0.022563029518845
1.2,1.33333333333333,1.26666666666667,128,176,164,0.0127912733957896
1.06666666666667,1.66666666666667,1.8,128,56,104,0.0068194524460572
2,1.06666666666667,1.33333333333333,164,68,116,0.105893657635798
1.8,1.53333333333333,1.46666666666667,68,200,164,0.131551338631745
1.66666666666667,1,1.33333333333333,92,176,92,0.243144261323597
1.8,1.33333333333333,1.2,104,56,152,0.05489566557553
1.66666666666667,1.93333333333333,1.53333333333333,44,200,92,0.109344542670812
1.8,1.53333333333333,1.53333333333333,176,140,92,0.0685279190285237
1.4,1.8,1,104,44,164,0.165189764354975
1.66666666666667,2,1.46666666666667,152,164,44,0.0635568122202859
1.06666666666667,2,1.6,128,92,80,0.09809367380895
1.73333333333333,1.33333333333333,1.4,80,128,56,0.142198799768946
2,1.8,1.6,176,152,80,0.129620060012481
1.8,1.46666666666667,1.8,188,140,56,0.197035198175652
1.33333333333333,1.33333333333333,1.13333333333333,56,68,128,0.108188157799332
1.2,1.66666666666667,1.4,44,164,164,0.0279852096080999
1.73333333333333,1.86666666666667,1.06666666666667,56,128,164,0.211079124572908
1.8,1.8,1.66666666666667,56,176,80,0.074208330818718
1.93333333333333,1,1.4,188,164,200,0.418321545497965
1.33333333333333,1.4,1.26666666666667,188,104,128,0.0820079389337297
1.93333333333333,1.93333333333333,1.46666666666667,44,92,92,0.0357119542265236
2,1.4,1.33333333333333,152,80,176,0.0403150824850971
1.93333333333333,1.66666666666667,1.93333333333333,140,140,152,0.0352237608318109
1.6,1,1.33333333333333,140,200,152,0.0609654763309425
1.93333333333333,1.8,1.66666666666667,44,44,56,0.0990587046502098
1.86666666666667,1.93333333333333,1.53333333333333,164,104,104,0.0804882806284419
1.13333333333333,1.8,1.93333333333333,92,164,176,0.0865684569926319
1.13333333333333,1.4,1.73333333333333,188,20,116,0.0605513758871093
1.53333333333333,1.06666666666667,2,164,188,140,0.00470168124225805
1.2,1.73333333333333,1,92,92,128,0.261271494282854
1.86666666666667,1.8,1.2,104,104,176,0.239331834267527
1.4,1.46666666666667,1.53333333333333,164,116,68,0.0231586760255683
1,2,1,56,56,128,0.482469679748097
1.46666666666667,1.13333333333333,1.33333333333333,116,200,32,0.0329687192184265
1.26666666666667,1.6,1.6,116,20,152,0.00159201994881083
1.93333333333333,1.73333333333333,1.46666666666667,56,152,152,0.170508077113166
1.4,1.93333333333333,1.26666666666667,200,140,20,0.0381795609013631
1.26666666666667,1.4,1.6,176,164,140,0.0274682066394857
1.86666666666667,1,1.06666666666667,32,140,92,0.194582028041462
1.73333333333333,1.6,1.86666666666667,152,200,32,0.114279233738531
1.8,1.66666666666667,1.4,92,152,92,0.175783533404315
1.46666666666667,2,1.86666666666667,140,32,56,0.100132368039978
1.53333333333333,2,1.6,68,140,92,0.0321682903896324
1.4,1.73333333333333,1.86666666666667,68,44,92,0.00828075700121212
1.33333333333333,1.33333333333333,1.8,176,164,152,0.0146733274297115
1.06666666666667,1,1.4,20,92,164,0.0302773145718877
1.33333333333333,2,1.13333333333333,68,152,128,0.177823428440322
1.8,1.46666666666667,1.86666666666667,164,80,20,0.0240145690416827
2,1.33333333333333,1.06666666666667,44,188,188,0.353355176304654
1.66666666666667,1.06666666666667,1.33333333333333,116,200,140,0.131851811446698
1.73333333333333,1,2,152,116,20,0.115510816426466
1,1.46666666666667,2,92,32,176,0.15356397866799
1,1,1.6,56,56,56,0.0607044805698797
1.73333333333333,1.13333333333333,1.4,44,68,128,0.0946348389185318
1.53333333333333,1.2,1.66666666666667,80,104,104,0.235857469124363
1.33333333333333,1.13333333333333,1.13333333333333,92,152,92,0.0077100382389387
1.73333333333333,1.53333333333333,1,128,56,188,0.0980699823074158
1.66666666666667,1.46666666666667,1.86666666666667,176,200,92,0.0992415501695035
1.93333333333333,1.33333333333333,1.33333333333333,68,56,32,0.262514322498972
1.8,1.86666666666667,2,32,44,200,0.0179778814639598
1.53333333333333,1.66666666666667,1.13333333333333,104,152,188,0.12654676460715
1.73333333333333,1.13333333333333,2,20,200,140,0.104115311246962
1.4,1.6,1.8,140,104,104,0.00151070917589571
1.8,1.2,1,164,104,32,0.0624768911202796
1.46666666666667,1.46666666666667,1,68,140,164,0.0962298680239094
1.06666666666667,1.13333333333333,1.93333333333333,68,56,32,0.0698654546178391
1.46666666666667,1.86666666666667,1.73333333333333,116,32,32,0.00505396035456739
1.46666666666667,1.73333333333333,1.13333333333333,104,128,116,0.177983458095368
1.53333333333333,1.86666666666667,1.26666666666667,200,116,44,0.0892845499387952
1.6,1.13333333333333,1.66666666666667,200,32,20,0.0180667617843798
1.6,1.53333333333333,1.53333333333333,56,164,92,0.0575556531260086
1.93333333333333,1.66666666666667,1.53333333333333,32,56,44,0.116629776163811
1.06666666666667,1.2,1.93333333333333,20,128,44,0.0481233884114053
1,2,1.73333333333333,140,56,32,0.18674737733463
1.33333333333333,1.06666666666667,1.33333333333333,104,68,56,0.106753984285169
1.06666666666667,1.33333333333333,1,20,104,152,0.197940001578313
1.2,1.8,1.4,188,188,164,0.0663388401121083
1.33333333333333,1.93333333333333,1.93333333333333,152,56,104,0.010479258851709
1.2,1,1,128,32,116,0.127789103755569
1.86666666666667,1.13333333333333,1.66666666666667,80,116,20,0.375269469878237
1.8,1.66666666666667,1.66666666666667,152,32,32,0.0830580542725309
1.33333333333333,2,1,188,32,68,0.0881160262402896
2,1.2,1.86666666666667,32,152,116,0.304480666895879
1.33333333333333,1.13333333333333,1.53333333333333,44,176,152,0.0804231048821387
1.8,1.2,1.93333333333333,152,140,128,0.0193826756024955
1.33333333333333,1.66666666666667,1.73333333333333,68,68,92,0.0145800015455088
1.46666666666667,1.6,1.2,68,188,32,0.0480337048888368
1.2,1.26666666666667,1.2,152,104,164,0.0334559476622336
1.13333333333333,1.93333333333333,1.73333333333333,20,176,80,0.0966229746566061
1.26666666666667,1.13333333333333,1.2,68,164,152,0.0316700055826094
2,1.66666666666667,1.26666666666667,56,56,116,0.179397785918003
1.46666666666667,1.93333333333333,1.86666666666667,188,164,152,0.0865183021903214
2,1.2,2,20,116,188,0.203926019358486
1.46666666666667,1.93333333333333,1.13333333333333,128,152,188,0.0145186903218812
1,1.6,1.86666666666667,176,116,116,0.096420793381283
1.26666666666667,1.4,1.26666666666667,176,44,116,0.00902314860304032
1.2,1,1.26666666666667,200,56,68,0.0343367406356321
1.26666666666667,1,1.66666666666667,80,200,188,0.147752566876732
1.86666666666667,1.46666666666667,2,32,80,104,0.184008577887686
1.06666666666667,1.4,1.13333333333333,140,20,44,0.00679578854200328
1.2,1.53333333333333,1.8,140,188,92,0.0558478353422632
1.4,1.13333333333333,2,104,20,44,0.019574328097203
1.73333333333333,1.6,1.53333333333333,116,20,116,0.0769103744596249
1.2,1,2,116,200,116,0.0896280446499971
1.33333333333333,1.46666666666667,1.2,92,92,80,0.026827417780116
1.2,1.53333333333333,1.2,80,44,32,0.0156038045673436
1.46666666666667,1.4,1.13333333333333,80,32,200,0.047232119058231
1.6,1.33333333333333,1.86666666666667,164,80,164,0.0438810800138333
1.4,2,2,116,92,176,0.0280902283823696
1.93333333333333,1.66666666666667,1.33333333333333,176,176,80,0.15879454124018
1.8,1.4,1.6,128,44,164,0.080151647880447
1.13333333333333,1.06666666666667,1.33333333333333,44,164,104,0.0106733369881075
1.53333333333333,1.46666666666667,1.93333333333333,92,56,56,0.120586219430848
1.13333333333333,2,1.13333333333333,176,200,32,0.175319894416502
1.8,1.06666666666667,1.06666666666667,68,116,80,0.286871823326459
1.33333333333333,1.6,1.93333333333333,44,56,44,0.0293406621534886
1.46666666666667,1.26666666666667,1.26666666666667,80,200,200,0.0613676784798827
1.46666666666667,1.8,1.26666666666667,128,164,20,0.0359391957973236
1.46666666666667,1,1.33333333333333,176,20,104,0.0156774965247371
1,1,1.13333333333333,140,56,104,0.00773177794486455
1.53333333333333,1.66666666666667,1.26666666666667,188,164,68,0.00657242816430749
1.66666666666667,1.73333333333333,1.13333333333333,44,44,128,0.289327452998852
1.13333333333333,1.13333333333333,1.8,80,92,44,0.0558968784629579
1.13333333333333,1.73333333333333,1,116,116,164,0.18791458785357
1,1.93333333333333,1.46666666666667,20,80,80,0.193237531657663
2,1.66666666666667,2,56,104,128,0.125699393486325
1.2,1.33333333333333,1.66666666666667,20,104,152,0.00981105861753966
